id;year_birth;education1;education;marital_Status;marital _status1;income;kidhome;teenhome;dt_customer;recency;mntwines;mntFruits;mntmeatproducts;mntfishproducts;mntsweetproducts;mntgoldprods;numdealspurchases;numwebpurchases;numcatalogpurchases;numstorepurchases;numwebvisitsmonth;acceptedcmp3;acceptedcmp4;acceptedcmp5;acceptedcmp1;acceptedcmp2;complain;z_costcontact;z_revenue;response
8504;1973;Graduation;Graduation;Married;Married;R79 593,00;0;0;12/5/2014;70;350;60;568;110;133;145;1;5;6;7;2;0;0;1;0;0;0;3;11;0
771;1967;Graduation;Graduation;Partnered;Partnered;R54 178,00;0;1;21/01/2014;79;135;9;39;4;0;7;1;2;2;5;2;0;0;0;0;0;0;3;11;0
8996;1957;Phd;PhD;Married;Married;;2;1;19/11/2012;4;230;42;192;49;37;53;12;7;2;8;9;0;0;0;0;0;0;3;11;0
9235;1957;Graduation;Graduation;Single;Single;;1;1;27/05/2014;45;7;0;8;2;0;1;1;1;0;2;7;0;0;0;0;0;0;3;11;0
5798;1973;Master;Master;Together;Together;;0;0;23/11/2013;87;445;37;359;98;28;18;1;2;4;8;1;0;0;0;0;0;0;3;11;0
11178;1972;Master;Master;Single;Single;R42 394,00;1;0;23/03/2014;69;15;2;10;0;1;4;1;1;0;3;7;0;0;0;0;0;0;3;11;0
2230;1970;Phd;PhD;Married;Married;R23 626,00;1;0;24/05/2014;84;27;2;14;0;0;0;3;3;1;3;5;0;0;0;0;0;0;3;11;0
7516;1983;Graduation;Graduation;Married;Married;R30 096,00;1;0;22/05/2014;30;5;3;11;12;5;9;1;2;0;3;6;0;0;0;0;0;0;3;11;0
7247;1960;Graduation;Graduation;Widow;Widow;R47 916,00;0;1;22/11/2012;72;505;0;26;0;0;75;5;7;4;6;6;0;1;0;0;0;0;3;11;0
11100;1972;Graduation;Graduation;Divorced;Divorced;R51 813,00;1;1;11/4/2013;37;51;2;7;0;1;2;2;2;0;3;7;0;0;0;0;0;0;3;11;0
4646;1951;2N Cycle;2n Cycle;Married;Married;R78 497,00;0;0;1/12/2013;44;207;26;447;75;0;223;1;5;7;12;2;0;0;0;1;0;0;3;11;0
3037;1983;Phd;PhD;Married;Married;R50 150,00;0;0;20/06/2013;32;135;46;92;65;61;11;2;5;2;7;5;0;0;0;0;0;0;3;11;0
1473;1960;2N Cycle;2n Cycle;Single;Single;R47 823,00;0;1;23/07/2013;0;53;1;5;2;1;10;2;2;0;3;8;0;0;0;0;0;0;3;11;0
1016;1959;Phd;PhD;Single;Single;R34 554,00;0;1;30/03/2014;43;41;1;6;2;0;5;2;2;0;3;6;0;0;0;0;0;0;3;11;0
4518;1979;Graduation;Graduation;Partnered;Partnered;R85 693,00;0;1;20/04/2013;59;386;172;183;185;132;111;2;9;5;11;5;0;0;0;0;0;0;3;11;0
9370;1945;Phd;PhD;Married;Married;R65 846,00;0;0;17/05/2013;68;562;81;276;80;40;81;1;6;3;6;4;0;0;0;0;0;0;3;11;0
8908;1959;Graduation;Graduation;Married;Married;R87 195,00;0;0;8/5/2014;35;217;76;690;50;26;38;1;3;11;5;1;0;0;0;0;0;0;3;11;1
8373;1979;Basic;Basic;Partnered;Partnered;R24 594,00;1;0;10/12/2013;94;1;3;6;10;0;9;1;1;0;3;5;0;0;0;0;0;0;3;11;0
7533;1964;Graduation;Graduation;Married;Married;R49 096,00;1;1;24/09/2013;15;144;1;32;2;1;7;4;4;1;4;7;0;0;0;0;0;0;3;11;0
2683;1969;Graduation;Graduation;Married;Married;R52 413,00;0;2;2/2/2013;56;295;106;271;75;98;65;4;6;4;12;6;0;0;0;0;0;0;3;11;0
3629;1978;Graduation;Graduation;Single;Single;R38 557,00;1;0;19/12/2012;17;76;3;31;4;4;27;2;3;1;3;7;0;0;0;0;0;0;3;11;0
10991;1960;Master;Master;Married;Married;R89 058,00;0;0;7/12/2012;18;454;194;106;31;22;43;1;5;4;4;2;0;0;0;0;0;0;3;11;0
5077;1979;Graduation;Graduation;Partnered;Partnered;R77 298,00;0;1;2/11/2013;46;425;115;292;23;35;79;1;6;6;11;3;0;0;0;0;0;0;3;11;0
7431;1991;Phd;PhD;Single;Single;R68 126,00;0;0;10/11/2012;40;1332;17;311;23;51;86;1;7;4;5;9;0;1;0;0;0;0;3;11;1
3267;1963;Master;Master;Partnered;Partnered;R57 288,00;0;1;25/06/2014;27;527;0;21;0;0;60;3;8;1;8;6;0;1;0;0;0;0;3;11;0
999;1991;Graduation;Graduation;Single;Single;R86 037,00;0;0;2/1/2013;95;490;44;125;29;20;22;1;6;7;11;3;0;1;1;0;0;0;3;11;1
9215;1980;Phd;PhD;Married;Married;R43 974,00;1;0;12/12/2012;19;378;0;101;0;0;72;5;6;4;6;7;0;0;0;0;0;0;3;11;0
2286;1962;Graduation;Graduation;Single;Single;R50 785,00;1;1;10/9/2013;27;64;1;21;0;1;27;2;2;1;3;6;0;0;0;0;0;0;3;11;0
1592;1970;Graduation;Graduation;Married;Married;R90 765,00;0;0;24/01/2014;25;547;99;812;151;82;33;0;4;6;5;1;0;0;1;1;0;0;3;11;0
367;1978;2N Cycle;2n Cycle;Married;Married;R36 550,00;1;0;19/02/2013;74;47;90;94;123;103;120;5;9;1;5;9;0;0;0;0;0;0;3;11;0
5234;1967;2N Cycle;2n Cycle;Partnered;Partnered;R30 753,00;1;1;11/7/2013;85;12;5;25;0;9;30;2;1;1;3;5;0;0;0;0;0;0;3;11;0
9862;1969;Graduation;Graduation;Partnered;Partnered;R21 918,00;1;0;14/11/2013;37;1;6;7;11;5;3;2;2;0;3;6;0;0;0;0;0;0;3;11;0
9805;1953;Master;Master;Partnered;Partnered;R56 129,00;0;1;20/06/2013;65;320;48;133;39;72;48;4;6;2;10;4;0;0;0;0;0;0;3;11;0
6205;1967;Master;Master;Single;Single;R32 557,00;1;0;24/02/2014;13;34;3;29;0;4;10;3;2;1;3;5;0;0;0;0;0;0;3;11;1
8442;1985;Master;Master;Married;Married;R19 510,00;2;0;4/9/2013;63;9;0;7;3;4;7;2;1;0;3;7;0;0;0;0;0;0;3;11;0
7386;1976;Graduation;Graduation;Divorced;Divorced;R30 992,00;1;0;22/04/2013;83;17;0;14;7;3;2;1;1;0;3;7;0;0;0;0;0;0;3;11;0
7215;1983;Graduation;Graduation;Single;Single;R101 970,00;0;0;12/3/2013;69;722;27;102;44;72;168;0;6;8;13;2;0;1;1;1;0;0;3;11;1
1491;1965;2N Cycle;2n Cycle;Partnered;Partnered;R71 488,00;0;0;18/02/2013;87;162;33;124;40;28;172;2;3;4;7;1;0;0;0;0;0;0;3;11;0
11071;1984;Graduation;Graduation;Single;Single;R79 607,00;0;0;21/04/2013;37;450;133;951;173;0;216;1;3;6;6;1;0;0;0;0;0;0;3;11;1
3381;1953;Master;Master;Married;Married;R54 348,00;1;1;8/6/2014;51;70;0;16;0;0;4;2;2;0;4;6;0;0;0;0;0;0;3;11;0
8268;1961;Phd;PhD;Married;Married;;0;1;11/7/2013;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;3;11;0
11051;1956;Phd;PhD;Partnered;Partnered;R77 376,00;1;1;10/5/2014;72;492;19;110;16;12;12;4;6;3;10;4;0;0;0;0;0;0;3;11;0
8026;1952;Graduation;Graduation;Married;Married;R62 998,00;0;1;30/09/2013;10;120;58;73;65;89;58;5;5;4;5;5;0;0;0;0;0;0;3;11;0
433;1958;Master;Master;Alone;Alone;R61 331,00;1;1;10/3/2013;42;534;5;47;0;5;41;5;11;1;6;8;0;0;0;0;0;0;3;11;0
9597;1969;Graduation;Graduation;Married;Married;R73 448,00;0;0;10/2/2014;10;236;106;189;23;41;130;1;7;2;9;4;0;0;0;0;0;0;3;11;0
1295;1963;Graduation;Graduation;Married;Married;;0;1;11/8/2013;96;231;65;196;38;71;124;1;6;5;7;4;0;0;0;0;0;0;3;11;0
5290;1964;Phd;PhD;Married;Married;R41 551,00;1;1;14/08/2013;51;220;0;33;3;0;23;5;5;1;5;8;0;0;0;0;0;0;3;11;0
1685;1967;Phd;PhD;Partnered;Partnered;R62 981,00;0;0;17/03/2013;21;796;14;590;38;44;0;1;4;5;13;3;0;1;0;0;0;0;3;11;0
5342;1976;Basic;Basic;Divorced;Divorced;R9 548,00;1;0;8/8/2012;31;0;1;3;10;6;9;2;1;0;3;8;0;0;0;0;0;0;3;11;0
9579;1959;Phd;PhD;Married;Married;R33 762,00;2;1;7/7/2013;61;53;1;34;2;0;16;3;2;2;2;8;0;0;0;0;0;0;3;11;0
7660;1973;Phd;PhD;Alone;Alone;R35 860,00;1;1;19/05/2014;37;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;0;3;11;1
1461;1965;Phd;PhD;Divorced;Divorced;R36 921,00;1;1;28/07/2013;74;17;1;12;3;1;4;2;2;0;3;7;0;0;0;0;0;0;3;11;0
821;1992;Master;Master;Single;Single;R92 859,00;0;0;19/10/2012;46;962;61;921;52;61;20;1;5;4;12;2;0;0;0;0;0;0;3;11;0
11084;1976;Master;Master;Partnered;Partnered;R65 104,00;0;1;14/11/2013;4;738;0;232;13;20;50;2;3;5;7;7;0;0;0;0;0;0;3;11;1
8690;1962;Graduation;Graduation;Married;Married;R86 111,00;0;0;19/04/2013;73;399;28;756;36;40;126;1;5;7;10;2;0;0;0;0;0;0;3;11;0
2937;1974;Phd;PhD;Single;Single;R68 352,00;0;1;28/08/2013;47;614;16;132;43;33;33;3;8;5;9;6;0;0;0;0;0;0;3;11;0
9701;1988;Graduation;Graduation;Partnered;Partnered;R41 883,00;1;0;19/03/2013;13;32;34;41;73;16;116;3;4;2;3;7;0;0;0;0;0;0;3;11;0
9949;1976;Graduation;Graduation;Married;Married;R59 809,00;0;2;18/10/2012;36;598;16;141;32;41;49;3;3;3;6;8;0;0;0;0;0;0;3;11;0
10837;1975;Graduation;Graduation;Married;Married;R23 957,00;1;0;28/10/2012;47;2;1;18;20;11;16;1;2;0;3;6;0;0;0;0;0;0;3;11;1
3120;1981;Graduation;Graduation;Partnered;Partnered;R38 547,00;1;0;28/08/2013;49;6;1;10;0;1;4;1;1;0;2;8;0;0;0;0;0;1;3;11;0
5885;1973;2N Cycle;2n Cycle;Married;Married;R35 688,00;2;1;22/08/2012;94;73;3;90;12;1;32;7;4;1;4;8;0;0;0;0;0;0;3;11;0
4050;1966;Master;Master;Married;Married;R49 605,00;0;0;21/06/2014;65;42;16;29;12;20;8;1;2;1;4;3;0;0;0;0;0;0;3;11;0
3830;1953;Master;Master;Married;Married;R59 354,00;0;2;24/04/2014;59;295;21;78;39;13;13;1;4;4;7;3;0;0;0;0;0;0;3;11;0
7987;1969;Graduation;Graduation;Married;Married;R65 747,00;0;1;7/3/2014;96;346;17;48;23;13;13;4;8;1;6;6;0;1;0;0;0;0;3;11;0
7798;1972;2N Cycle;2n Cycle;Partnered;Partnered;R46 344,00;0;1;14/12/2012;28;233;20;57;8;20;91;4;7;1;5;7;0;0;0;0;0;0;3;11;0
92;1988;Graduation;Graduation;Alone;Alone;R34 176,00;1;0;12/5/2014;12;5;7;24;19;14;20;4;3;0;4;6;0;0;0;0;0;0;3;11;0
7055;1952;Phd;PhD;Partnered;Partnered;R61 010,00;0;1;9/10/2012;57;888;0;57;0;0;76;2;8;5;11;5;0;0;0;0;0;0;3;11;0
10240;1949;Graduation;Graduation;Partnered;Partnered;R69 372,00;0;0;19/02/2013;10;997;26;269;34;13;42;1;10;4;6;4;0;1;1;0;0;0;3;11;1
3025;1958;Graduation;Graduation;Single;Single;R49 967,00;0;1;8/7/2013;4;212;6;69;4;12;3;3;6;1;5;7;0;0;0;0;0;0;3;11;0
9283;1978;Graduation;Graduation;Single;Single;R60 199,00;1;2;12/9/2013;49;8;1;7;2;0;0;1;0;0;3;4;0;0;0;0;0;0;3;11;0
9970;1977;Graduation;Graduation;Partnered;Partnered;R55 375,00;0;1;17/10/2013;3;42;11;57;10;28;14;1;1;1;6;2;0;0;0;0;0;0;3;11;0
2730;1955;Graduation;Graduation;Single;Single;R80 317,00;0;0;20/08/2013;64;536;11;387;149;91;57;1;3;4;10;1;0;0;0;0;0;0;3;11;0
2795;1958;Master;Master;Single;Single;R30 523,00;2;1;1/7/2013;0;5;0;3;0;0;5;1;1;0;2;7;0;0;0;0;0;0;3;11;0
9260;1945;Phd;PhD;Married;Married;R70 356,00;0;0;5/11/2012;20;1349;16;249;43;16;33;2;10;6;9;6;0;0;0;0;0;0;3;11;0
8182;1984;Graduation;Graduation;Married;Married;R23 228,00;1;0;5/1/2014;91;53;3;49;7;4;5;4;3;0;4;8;0;0;0;0;0;0;3;11;0
10095;1975;Phd;PhD;Divorced;Divorced;R74 165,00;0;0;1/5/2013;9;1001;12;240;16;12;12;1;5;4;10;2;0;0;0;0;0;0;3;11;0
8475;1973;Phd;PhD;Married;Married;R157 243,00;0;1;1/3/2014;98;20;2;1582;1;2;1;15;0;22;0;0;0;0;0;0;0;0;3;11;0
